EID,TYPECODE,LAWDATE,LAWAMOUNT,TARGET
291882,100870695,2015-05-01,29300,0
291882,108753254,2015-05-01,29300,0
294934,106569021,2015-08-01,0,1
294934,107058529,2015-08-01,0,1
302142,110506330,2015-06-01,63400,0
302142,93876635,2014-12-01,63400,0
303893,87376809,2014-09-01,15000,1
303893,75072623,2014-01-01,15000,1
303893,85057252,2014-01-01,15000,1
303893,91729832,2014-09-01,15000,1
310788,97464110,2014-12-01,30905400,0
310788,102795545,2014-12-01,30905400,0
320948,42844700,2012-10-01,20540200,0
325431,61913197,2013-05-01,189000,0
326420,61055319,2013-02-01,30000,1
326420,61055327,2013-02-01,30000,1
326420,61055054,2012-12-01,2400,1
326420,67669509,2013-08-01,4100,1
326420,67912786,2013-07-01,3500,1
326420,83502889,2013-12-01,6400,1
326420,75022259,2013-12-01,6400,1
337555,91893181,2014-04-01,51100,1
337555,81301753,2014-04-01,33400,1
337555,92422612,2014-11-01,128100,1
337555,92422630,2014-11-01,121300,1
337555,92422619,2014-11-01,85800,1
337555,92422624,2014-11-01,122600,1
337555,79316440,2014-04-01,51100,1
337555,92422615,2014-11-01,228700,1
337555,92422636,2014-11-01,173100,1
337555,92422640,2014-11-01,98200,1
337555,97784836,2014-04-01,51100,1
337555,92422608,2014-11-01,188000,1
341339,102977449,2014-10-01,4800,0
341339,97792987,2014-10-01,4800,0
348018,108895241,2015-07-01,128100,0
352859,105382612,2015-08-01,1100000,0
352859,104916344,2015-07-01,10000000,0
352859,105338360,2015-08-01,27140000,0
352859,108877456,2015-07-01,91946000,0
352859,107684330,2015-07-01,10000000,0
352859,105380861,2015-08-01,4375100,0
352859,104526445,2015-07-01,10000000,0
352859,100241455,2015-04-01,2100000,0
356268,75072832,2014-02-01,5000,0
356268,75075921,2014-02-01,3000,0
377213,110601208,2015-05-01,55900,0
377213,102071914,2015-05-01,55900,0
378104,75013065,2013-08-01,12700,0
378104,43147196,2012-10-01,9400,0
381068,105608141,2015-08-01,137900,0
386324,75019702,2013-11-01,136600,0
386324,101822029,2015-05-01,2300,0
393794,70186483,2013-11-01,2200,0
393794,60920396,2013-03-01,6400,0
394890,67677299,2013-08-01,15700,0
394890,67921589,2013-07-01,7300,0
394890,60189019,2013-01-01,20700,0
394890,96504876,2015-01-01,11000,0
394890,98055079,2015-01-01,19000,0
394890,66081150,2012-10-01,1200,0
396244,75060669,2014-02-01,501000,0
396244,81308261,2014-02-01,501000,0
407440,85428449,2014-07-01,30000,0
412232,62050769,2013-06-01,2600,0
421833,67786239,2013-09-01,24000,0
424204,60093261,2013-01-01,18000,1
424708,105732059,2015-08-01,156500,0
424708,108902907,2015-08-01,156500,0
431110,109015529,2015-03-01,40000,0
431110,98059554,2015-03-01,40000,0
431110,112382562,2015-08-01,11800,0
431110,106925305,2015-08-01,11800,0
439959,99547204,2015-04-01,495900,1
447813,97808512,2014-04-01,63900,1
447813,79307570,2014-04-01,63900,1
447813,91779834,2014-04-01,63900,1
453783,103624031,2015-06-01,85000,1
453783,99057359,2015-02-01,9800,1
453783,98521843,2015-03-01,35500,1
453783,98626646,2015-03-01,7100,1
453783,108752256,2015-03-01,10400,1
453783,108752304,2015-03-01,7100,1
453783,98521849,2015-03-01,13800,1
453783,107511082,2015-03-01,8100,1
453783,107510950,2015-02-01,6400,1
453783,98521839,2015-03-01,8500,1
453783,98521847,2015-03-01,11200,1
453783,101088543,2015-04-01,250000,1
453783,107510665,2015-02-01,9800,1
453783,108752264,2015-03-01,13800,1
453783,107511089,2015-03-01,9200,1
453783,107511077,2015-03-01,11200,1
453783,108752248,2015-03-01,8500,1
453783,98521854,2015-03-01,9200,1
453783,98521852,2015-03-01,8100,1
453783,98521841,2015-03-01,10600,1
453783,98521845,2015-03-01,10400,1
454201,80055314,2013-12-01,35400,1
454201,75007207,2013-12-01,35400,1
454201,72843626,2013-12-01,50500,1
463459,61788581,2013-05-01,1150000,0
469220,106060570,2015-08-01,0,0
469220,106060566,2015-08-01,0,0
469220,106060550,2015-08-01,0,0
469220,108902151,2015-08-01,0,0
469220,108902147,2015-08-01,0,0
469220,108902130,2015-08-01,0,0
472338,101685280,2014-12-01,3200,0
482056,106065578,2015-08-01,0,1
482256,61309933,2013-04-01,74000,0
482256,61833899,2013-03-01,4800,0
482256,43463005,2012-11-01,162100,0
482256,60851475,2013-01-01,26800,0
482256,60846044,2013-01-01,44400,0
482256,60849495,2013-01-01,63600,0
482256,91920721,2014-06-01,162600,0
482256,104856897,2015-07-01,64000,0
482256,106682015,2015-08-01,20000,0
482256,97813239,2014-06-01,162600,0
482256,69008937,2013-11-01,48500,0
489209,99077777,2015-03-01,9972200,0
489209,62198933,2013-01-01,1783900,0
501492,73353148,2013-10-01,12000,0
506091,67670350,2013-08-01,8300,0
514640,99084865,2015-03-01,9100,0
522775,105454737,2015-05-01,0,0
522775,96490577,2015-01-01,0,0
522775,96519517,2015-01-01,8030000,0
522775,96490583,2015-01-01,0,0
522775,96490571,2015-01-01,0,0
522775,101091015,2015-05-01,0,0
522775,61103232,2013-03-01,0,0
525556,67784422,2013-08-01,132200,0
2013,108370576,2015-06-01,70437400,1
2013,108904495,2015-02-01,37283500,1
2013,98101237,2015-02-01,43366300,1
2013,12773772,2015-06-01,70437400,1
17607,62020184,2013-05-01,16200,0
18781,106054353,2015-08-01,121000,0
18781,112200193,2015-08-01,121000,0
18781,111974270,2015-08-01,121000,0
19611,102991379,2015-05-01,2069600,1
23474,67667355,2013-07-01,5000,0
24827,73366216,2013-08-01,351300,0
28471,102424936,2015-06-01,83200,0
28471,106055154,2015-06-01,83200,0
30023,97924159,2015-03-01,1200,1
30023,97801109,2014-05-01,25000,1
30023,80142058,2014-05-01,25000,1
35694,42263398,2012-09-01,102300,0
35694,44528183,2012-12-01,92900,0
35694,80118827,2014-04-01,9100,0
35694,80118832,2014-04-01,80600,0
40720,102503564,2015-06-01,11900,0
43217,75000048,2014-01-01,9700,0
44050,91674915,2014-07-01,482200,0
44050,97802625,2014-07-01,473200,0
49578,93812130,2014-12-01,36400,0
49578,79325398,2014-04-01,124900,0
49578,91790607,2014-04-01,124900,0
57705,66080881,2012-10-01,450100,0
57705,44393192,2012-12-01,510000,0
57705,66080871,2012-10-01,350100,0
57705,66080883,2012-10-01,750100,0
57891,103017588,2015-06-01,6800,1
57891,102425267,2015-06-01,6800,1
59519,100430853,2015-03-01,1800,0
59519,100429291,2015-03-01,2500,0
59519,100429941,2015-03-01,1200,0
59519,100429067,2015-03-01,3400,0
59519,106279958,2015-08-01,1300,0
59519,100430422,2015-03-01,1900,0
59519,100428825,2015-03-01,4700,0
59519,67676177,2013-07-01,2800,0
60046,87377591,2014-07-01,41700,0
60046,91731276,2014-07-01,41700,0
65159,91757413,2014-07-01,478800,0
65159,85046640,2014-07-01,478800,0
65159,102932470,2015-06-01,138300,0
66454,87374553,2014-03-01,7300,1
66454,42667172,2012-10-01,1400,1
66454,91921069,2014-07-01,15000,1
66454,91920960,2014-06-01,5200,1
66454,91920827,2014-06-01,6900,1
66454,91920679,2014-06-01,9000,1
66454,91920399,2014-06-01,14700,1
66454,91920767,2014-06-01,6300,1
66454,91920757,2014-06-01,3300,1
66454,91920568,2014-06-01,13600,1
66454,91920108,2014-05-01,1900,1
66454,91920024,2014-05-01,15100,1
66454,91921395,2014-07-01,6700,1
66454,88350304,2014-05-01,16500,1
66454,91751050,2014-05-01,16500,1
66454,81380339,2014-05-01,15100,1
66454,81380205,2014-05-01,6000,1
66454,81335905,2014-03-01,200,1
66454,97812874,2014-05-01,1900,1
66454,97812808,2014-05-01,15100,1
66454,79323285,2014-04-01,1800,1
66454,80146283,2014-05-01,16500,1
66454,83486700,2014-06-01,5200,1
66454,97813381,2014-06-01,5200,1
66454,97813142,2014-06-01,13600,1
66454,97813194,2014-06-01,9000,1
66454,97813673,2014-07-01,6700,1
66454,92415818,2014-10-01,12100,1
66454,81380344,2014-05-01,2900,1
66454,91919980,2014-05-01,23600,1
66454,91919970,2014-05-01,5800,1
66454,81337918,2014-05-01,23600,1
66454,97813260,2014-06-01,3300,1
66454,106927924,2015-08-01,6000,1
66454,76451698,2014-03-01,200,1
66454,81337605,2014-05-01,6800,1
66454,97813302,2014-06-01,6900,1
66454,91920039,2014-05-01,2900,1
66454,97775574,2014-05-01,6800,1
66454,76452053,2014-03-01,7300,1
66454,111419423,2015-08-01,6000,1
66454,93813721,2014-12-01,16500,1
66454,97813434,2014-07-01,15000,1
66454,97813267,2014-06-01,6300,1
66454,91919953,2014-05-01,6000,1
66454,91767243,2014-04-01,1800,1
66454,91921616,2014-07-01,14700,1
66454,91726373,2014-03-01,7300,1
66454,91920233,2014-06-01,5000,1
66454,91920649,2014-06-01,20000,1
66454,83486860,2014-07-01,15000,1
66454,81381268,2014-05-01,1900,1
66454,97813107,2014-06-01,14700,1
66454,81337897,2014-05-01,5800,1
73355,69277177,2012-12-01,1147100,0
73355,94664754,2012-12-01,1147100,0
73808,72023958,2013-01-01,28600,0
73808,72027691,2013-01-01,6600,0
85896,76445801,2014-02-01,0,0
85896,74996790,2014-01-01,0,0
91804,106431699,2015-08-01,950000,0
91804,97777715,2014-12-01,290000,0
91804,60286898,2012-12-01,1303800,0
91804,85064489,2014-07-01,133000,0
91804,108772333,2014-07-01,133000,0
91804,80141442,2014-05-01,75900,0
93763,81336378,2014-03-01,557300,1
93763,81336374,2014-03-01,38200,1
93763,81336380,2014-03-01,435400,1
93763,81336383,2014-03-01,202300,1
93763,81336372,2014-03-01,140400,1
93763,81336366,2014-03-01,173000,1
93763,81336377,2014-03-01,53300,1
103080,66084042,2013-04-01,30400,0
103080,66084043,2013-04-01,30400,0
103654,76443234,2014-03-01,200100,0
103654,76443239,2014-03-01,57200,0
103654,92703547,2014-03-01,57200,0
103654,79626257,2014-03-01,200100,0
103654,79626261,2014-03-01,57200,0
120135,81337973,2013-12-01,770500,0
120135,75006070,2013-12-01,770500,0
120135,60081789,2012-12-01,22000,0
120135,67906534,2013-07-01,40000,0
132194,81200296,2014-06-01,2500,0
132194,78192213,2014-03-01,5300,0
132194,78189780,2014-03-01,1500,0
132194,80343488,2014-03-01,0,0
132194,81201774,2014-06-01,2500,0
132194,80343489,2014-03-01,0,0
138971,73324482,2013-08-01,836100,1
138971,75843864,2014-03-01,103400,1
138971,81437684,2014-06-01,702000,1
138971,73324227,2013-11-01,121000,1
139393,9314467,2013-02-01,36280400,0
139393,60590929,2013-02-01,36280400,0
139393,97121484,2015-02-01,205000,0
140504,73325239,2013-10-01,998700,0
142508,125093548,2014-04-01,10000000,0
142508,67803043,2013-10-01,547300,0
142508,72459946,2013-12-01,2000000,0
145534,99545547,2015-04-01,15000,1
146541,66085311,2013-05-01,20400,0
149253,101486476,2015-05-01,5400,0
150123,75014911,2014-01-01,300,1
151002,85060869,2014-07-01,1159100,0
151002,97788526,2014-07-01,1159100,0
151002,91895322,2014-07-01,1159100,0
154272,97773409,2014-12-01,192300,0
155611,60702756,2013-01-01,0,0
159356,93812099,2014-12-01,7500,0
167810,119543308,2013-05-01,58600,0
169810,73362995,2013-11-01,3600,0
172773,80077243,2014-02-01,1013800,0
172773,75060675,2014-02-01,1013800,0
176769,100548447,2015-04-01,80000,0
176769,100548451,2015-04-01,32000,0
179453,61044347,2013-01-01,28600,1
185915,91686333,2014-06-01,0,0
185915,97814752,2014-06-01,0,0
185915,81438417,2014-06-01,0,0
189196,80297214,2013-12-01,83500,0
189196,75020479,2013-12-01,83500,0
210582,67668149,2013-08-01,4000,0
210582,67668143,2013-08-01,5000,0
210582,67668116,2013-08-01,14100,0
210582,67668126,2013-08-01,6000,0
210582,67668134,2013-08-01,15100,0
210582,67668151,2013-08-01,1000,0
210582,67668153,2013-08-01,5900,0
210582,67668154,2013-08-01,8000,0
210582,67668139,2013-08-01,4000,0
210582,67668141,2013-08-01,19500,0
210582,67668128,2013-08-01,6000,0
210582,67668146,2013-08-01,6000,0
210582,67668119,2013-08-01,6000,0
210582,67668130,2013-08-01,10000,0
218012,76429205,2014-02-01,11700,0
218012,81318488,2014-02-01,11700,0
218671,9386061,2015-01-01,22969200,1
228162,42222326,2012-09-01,73000,0
235515,75018737,2014-01-01,0,0
235515,92774854,2014-08-01,96500,0
235515,85274730,2014-08-01,96500,0
245739,104550681,2015-07-01,7763500,0
249945,73329615,2013-07-01,12900,0
254709,81459632,2014-06-01,19400,0
254709,91756514,2014-06-01,19400,0
260093,67923201,2013-07-01,14500,0
263581,105250838,2015-08-01,2088900,0
269042,101169825,2015-05-01,5000,0
270316,102502986,2015-06-01,23700,0
270316,108753691,2015-06-01,23700,0
270594,9308868,2015-03-01,28285400,0
270594,9306589,2015-02-01,30000000,0
270594,85041453,2014-02-01,1065400,0
270594,60878946,2013-03-01,10000000,0
270594,61288534,2013-04-01,10000000,0
270594,91795584,2014-10-01,0,0
270594,91906143,2014-01-01,30000000,0
270594,91906168,2014-01-01,28485400,0
270594,112373979,2015-04-01,0,0
270594,79555664,2014-01-01,28485400,0
270594,100644884,2015-04-01,0,0
270594,98098365,2015-02-01,30000000,0
270594,97801818,2014-01-01,30000000,0
270594,97801854,2014-01-01,28485400,0
270594,97925874,2015-03-01,28285400,0
270594,60145516,2013-01-01,10000000,0
270594,74996185,2014-01-01,28485400,0
270594,101686001,2015-02-01,30000000,0
270594,101737128,2015-04-01,0,0
270594,97800656,2014-03-01,0,0
270594,74996383,2014-01-01,30000000,0
270594,79519585,2014-01-01,30000000,0
270594,85041518,2014-03-01,0,0
270594,75058059,2014-02-01,1065400,0
287248,111907606,2015-07-01,0,0
287248,112454431,2015-07-01,0,0
287248,111914579,2015-06-01,0,0
287248,112458033,2015-06-01,0,0
287248,107739552,2015-06-01,0,0
287248,105942217,2015-07-01,0,0
287248,104396791,2015-07-01,0,0
287909,105318336,2015-07-01,8000,1
287909,104925224,2015-07-01,8000,1
289314,91928419,2014-11-01,315800,0
291811,105257408,2015-06-01,10600,0
294077,73353071,2013-10-01,100,0
303934,75013112,2013-08-01,37900,0
303934,85058988,2014-02-01,31200,0
303934,84142374,2014-07-01,160000,0
303934,107684695,2015-08-01,30000,0
303934,97983938,2014-12-01,102700,0
303934,76458255,2014-02-01,31200,0
311211,67930692,2013-07-01,8700,0
311211,67926784,2013-07-01,27700,0
311211,67930694,2013-07-01,11100,0
311211,91761438,2014-09-01,5800,0
313917,75021352,2013-12-01,7600,0
313917,80297913,2013-12-01,7600,0
316594,86130839,2014-06-01,200,0
321075,99086055,2015-03-01,50000,0
322660,11500616,2015-08-01,675200,0
322660,105609051,2015-08-01,675200,0
332289,100644204,2015-04-01,78800,0
339280,44389307,2012-09-01,701300,0
346113,61803492,2013-05-01,15900,0
350142,9389818,2014-07-01,79000,1
355101,91687886,2014-09-01,49300,1
355101,86796755,2014-09-01,49300,1
356002,79293437,2014-03-01,18700,0
356002,79293441,2014-03-01,14600,0
356002,79293431,2014-03-01,12000,0
356002,79293433,2014-03-01,9100,0
356002,79293439,2014-03-01,18800,0
363870,105738531,2015-08-01,6800,0
367012,73364831,2013-10-01,263700,1
368408,108815629,2015-04-01,4041200,0
381837,60999202,2012-12-01,153000,0
381837,104417971,2015-07-01,3000,0
381837,104417973,2015-07-01,3000,0
381837,105270150,2015-07-01,3000,0
394376,75002326,2014-01-01,5900,0
398037,96352147,2015-01-01,4166700,0
411754,97769965,2014-10-01,0,0
413468,76428595,2014-02-01,8400,0
413468,80105841,2014-02-01,8400,0
423317,110595556,2015-01-01,23100,0
423317,96515679,2015-01-01,44600,0
432449,77217567,2014-03-01,400000,0
439938,80119190,2014-04-01,21200,0
442080,76434793,2014-02-01,117200,0
442080,91871565,2014-02-01,117200,0
442080,79621206,2014-02-01,117200,0
443257,101820087,2015-05-01,9000,0
447363,102153135,2015-06-01,146600,1
447363,109167926,2015-06-01,146600,1
447363,91716607,2014-03-01,0,1
447363,87437219,2014-03-01,0,1
449236,105029929,2015-07-01,12600,0
452608,101655370,2015-05-01,38100,0
452916,100869281,2015-05-01,59000,0
454951,108771596,2015-08-01,169800,0
454951,106712364,2015-08-01,169800,0
454951,97006313,2015-02-01,0,0
457488,77916351,2014-01-01,191800,0
457488,87350645,2014-01-01,191800,0
465822,100739513,2015-04-01,2476700,0
465822,67923002,2013-06-01,42200,0
465822,102153554,2015-06-01,34100,0
467266,60432074,2013-02-01,15200,0
469173,75069785,2014-01-01,11400,1
469173,91916545,2014-02-01,11000,1
469173,80345335,2014-01-01,11400,1
469173,80072106,2014-02-01,11000,1
469173,91916556,2014-02-01,3400,1
469173,80085936,2014-02-01,3400,1
469173,75069919,2014-02-01,3400,1
469173,91916537,2014-01-01,11400,1
469173,75069805,2014-02-01,11000,1
469852,62161634,2013-05-01,3000,0
469852,60973017,2013-01-01,5100,0
484482,42530917,2012-10-01,7400,1
484482,91780602,2014-04-01,12200,1
484482,91780585,2014-04-01,20300,1
484482,97810706,2014-04-01,12200,1
484482,80129562,2014-04-01,20300,1
484482,97810695,2014-04-01,12400,1
484482,97810689,2014-04-01,20300,1
484482,73350812,2013-08-01,8400,1
484482,91780597,2014-04-01,12400,1
484482,80129564,2014-04-01,12400,1
484482,80129575,2014-04-01,12200,1
486834,91750844,2014-10-01,562300,0
486834,67767442,2013-08-01,204300,0
486834,100246456,2015-04-01,514800,0
490788,75011738,2014-01-01,5900,0
501986,76437584,2014-03-01,4200,0
502058,87376188,2013-12-01,297200,0
502058,91728786,2013-12-01,297200,0
502058,91929235,2014-11-01,47200,0
502058,75007360,2013-12-01,297200,0
502058,110507484,2015-08-01,207500,0
502058,105604377,2015-08-01,207500,0
502944,61852452,2013-05-01,11300,0
504587,80296414,2013-12-01,31500,0
505462,43856123,2012-11-01,6400,0
507587,99056746,2015-02-01,25000,0
521357,85554883,2014-07-01,20600,0
521357,85553482,2014-07-01,13400,0
521357,85553454,2014-07-01,10200,0
521357,85553426,2014-07-01,18800,0
521357,85554886,2014-07-01,16000,0
521357,96528966,2015-01-01,1200,0
521357,105454733,2015-04-01,400,0
521357,91801674,2014-08-01,15400,0
521357,85553417,2014-07-01,13000,0
521357,85553476,2014-07-01,16300,0
521357,85553420,2014-07-01,14000,0
521357,91801648,2014-08-01,16400,0
521357,85553436,2014-07-01,11000,0
521357,85553460,2014-07-01,3400,0
521357,85274889,2014-08-01,14500,0
521357,85553466,2014-07-01,13200,0
521357,85553451,2014-07-01,3100,0
521357,85553475,2014-07-01,13000,0
521357,91679981,2014-07-01,12800,0
521357,91679912,2014-07-01,10200,0
521357,91680002,2014-07-01,16300,0
521357,91679993,2014-07-01,13000,0
521357,91679922,2014-07-01,23500,0
521357,91679825,2014-07-01,18800,0
521357,91679904,2014-07-01,3100,0
521357,91801682,2014-08-01,14500,0
521357,91679857,2014-07-01,4900,0
521357,91679943,2014-07-01,10000,0
521357,98106341,2015-02-01,15900,0
521357,95455484,2014-11-01,40700,0
521357,99587625,2015-04-01,400,0
521357,101686102,2015-01-01,26400,0
521357,101689570,2015-01-01,16500,0
521357,101089736,2015-04-01,80000,0
521357,105245588,2015-07-01,23100,0
521357,108832070,2015-06-01,42400,0
521357,96490638,2015-01-01,9800,0
521357,102705602,2014-10-01,21300,0
521357,97000837,2015-02-01,14800,0
521357,96528975,2015-01-01,3100,0
521357,96490644,2015-01-01,3100,0
521357,96528950,2015-01-01,11000,0
521357,103046130,2015-05-01,14600,0
521357,96528981,2015-01-01,14000,0
521357,96512676,2014-12-01,13700,0
521357,96528947,2015-01-01,4900,0
521357,96528940,2015-01-01,20600,0
521357,96528943,2015-01-01,3400,0
521357,97000853,2015-02-01,16500,0
521357,85274883,2014-08-01,15400,0
521357,96528960,2015-01-01,13000,0
521357,101355862,2015-05-01,14600,0
521357,91679968,2014-07-01,16000,0
521357,97000841,2015-02-01,9500,0
521357,96490623,2015-01-01,3100,0
521357,85553429,2014-07-01,4900,0
521357,91679956,2014-07-01,13200,0
521357,96519448,2015-01-01,18300,0
521357,96528999,2015-01-01,18800,0
521357,96528978,2015-01-01,13100,0
521357,105606488,2015-08-01,1900,0
521357,91679893,2014-07-01,20600,0
521357,91679813,2014-07-01,14000,0
521357,96528963,2015-01-01,8200,0
521357,96528957,2015-01-01,16000,0
521357,97987480,2015-01-01,16600,0
521357,104115357,2015-07-01,16300,0
521357,91801693,2014-08-01,18600,0
521357,85274892,2014-08-01,18600,0
521357,85553447,2014-07-01,22700,0
521357,96490616,2015-01-01,2700,0
521357,96490629,2015-01-01,11600,0
521357,85553433,2014-07-01,8200,0
521357,101355867,2015-05-01,25300,0
521357,85553457,2014-07-01,23500,0
521357,96528972,2015-01-01,12800,0
521357,96528954,2015-01-01,10200,0
521357,97000093,2015-01-01,9500,0
521357,85553423,2014-07-01,1200,0
521357,96528993,2015-01-01,23500,0
521357,85274886,2014-08-01,13000,0
521357,91679837,2014-07-01,8200,0
521357,99083987,2015-03-01,16600,0
521357,103880879,2015-07-01,10100,0
521357,107321066,2015-08-01,1900,0
521357,85553439,2014-07-01,17600,0
